Период отправления;Объем кузова;Станция отправления;Станция назначения;Кол-во;Тариф
28.04.2022;150;Михнево;Егорьевск I;1;2 621,00
28.04.2022;138;Колодищи;Борисов;1;2 875,04
28.04.2022;138;Човью;Межег;1;2 992,00
28.04.2022;138;Човью;Межег;1;2 992,00
28.04.2022;138;Томск I;Ижморская;1;3 462,00
28.04.2022;158;Жана-Семей;Рубцовск;1;3 678,45
28.04.2022;138;Жинишке;Никель;1;4 674,06
28.04.2022;138;Павлодар-Южный;Новоблаговещенка;1;4 918,69
28.04.2022;138;Низовка;Микунь;1;6 378,00
28.04.2022;158;Клещиха;Барнаул;1;6 669,00
28.04.2022;138;Бурундай;Достык;1;7 051,53
28.04.2022;138;Бурундай;Достык;1;7 051,53
28.04.2022;138;Бурундай;Достык;1;7 051,53
28.04.2022;138;Бурундай;Достык;1;7 051,53
28.04.2022;138;Томицы;Сегежа;1;7 177,00
28.04.2022;157,5;Ружино;Уссурийск;1;7 384,00
28.04.2022;138;Алматы 1;Достык;1;7 671,22
28.04.2022;150;Ростов-Западный;Каменская;1;8 317,00
28.04.2022;150;Новокузнецк-Сортировочный;Барнаул;1;9 074,00
28.04.2022;138;Брест-Центральный (эксп.);Гатово;1;9 108,58
28.04.2022;150;Жана-Семей;Алейская;1;10 095,45
28.04.2022;150;Жана-Семей;Алейская;1;10 095,45
28.04.2022;138;Старомарьевская;Луковский;1;11 030,00
28.04.2022;150;Череповец II;Шарья;1;11 598,00
28.04.2022;138;Анисовка;Карповская;1;12 556,00
28.04.2022;122;Туркестан;Костанай;1;13 111,47
28.04.2022;138;Брест-Центральный (эксп.);Заднепровская;1;13 331,08
28.04.2022;138;Бурундай;Алейская;1;13 431,11
28.04.2022;150;Уртааул;Талдыкорган;1;13 817,66
28.04.2022;138;Алматы 2;Алейская;1;14 094,19
28.04.2022;138;Кошта;Шарья;1;14 446,00
28.04.2022;138;Рубцовск;Иня-Восточная;1;14 446,00
28.04.2022;138;Костанай;Речная;1;15 848,17
28.04.2022;138;Темрюк (эксп.);Шедок;1;16 122,00
28.04.2022;138;Меновой Двор;Речная;1;16 218,00
28.04.2022;150;Новотроицк;Речная;1;16 468,00
28.04.2022;138;Бутурлиновка;Плавица;1;17 136,00
28.04.2022;150;Кемерово-Сортировочное;Барнаул;1;17 440,00
28.04.2022;138;Архангельск;Шарья;1;18 537,00
28.04.2022;138;Стальная;Эсино;1;19 466,00
28.04.2022;138;Сарыагаш;Косяковка;1;21 403,69
28.04.2022;138;Назарбек;Сулы;1;22 293,06
28.04.2022;138;Архангельск-Город;Шарья;1;24 874,00
28.04.2022;138;Архангельск-Город;Шарья;1;24 874,00
28.04.2022;138;Алматы 1;Речная;1;26 724,81
28.04.2022;138;Бурул;Карповская;1;29 357,72
28.04.2022;138;Чита I;Михайло-Чесноковская;1;40 724,00
28.04.2022;122;Галаба (эксп.);Костанай;1;47 181,20
28.04.2022;122;Галаба (эксп.);Костанай;1;47 181,20
28.04.2022;122;Галаба (эксп.);Костанай;1;47 181,20
28.04.2022;122;Галаба (эксп.);Костанай;1;47 181,20
28.04.2022;122;Галаба (эксп.);Костанай;1;47 181,20
28.04.2022;122;Галаба (эксп.);Костанай;1;47 181,20
28.04.2022;138;Симферополь-Грузовой;Тихонький (обп);1;15 492,00
28.04.2022;138;Вологда II;Зуевка;1;19 798,00
29.04.2022;138;Рыбачье;Речная;1;53 038,94
29.04.2022;138;Назарбек;Достык;1;19 240,75
29.04.2022;138;Лужская (эксп.);Текстильный;1;26 956,00
29.04.2022;138;Рыбачье;Речная;1;53 038,94
29.04.2022;138;Шершни;Речная;1;17 153,00
29.04.2022;138;Шершни;Речная;1;17 153,00
29.04.2022;138;Шершни;Речная;1;17 153,00
29.04.2022;150;Новолипецк;Липецк;1;617,00
29.04.2022;138;Чемской;Иня-Восточная;1;1 330,00
29.04.2022;138;Чемской;Иня-Восточная;1;1 957,00
29.04.2022;150;Кольцово;Ревда;1;1 995,00
29.04.2022;138;Човью;Межег;1;2 992,00
29.04.2022;138;Тимашевская;Горячий Ключ;1;3 990,00
29.04.2022;138;Козловка;Рудня;1;5 652,00
29.04.2022;138;Шаховская;Рудня;1;7 251,00
29.04.2022;138;Хабаровск II;Ленинск;1;8 026,00
29.04.2022;158;Ветласян;Межег;1;9 448,00
29.04.2022;150;Ветласян;Межег;1;9 448,00
29.04.2022;138;Сальск;Татьянка;1;10 603,00
29.04.2022;138;Красноярск;Лесосибирск;1;11 426,00
29.04.2022;138;Красноярск;Лесосибирск;1;11 426,00
29.04.2022;138;Шершни;Речная;1;17 153,00
29.04.2022;138;Курорт-Боровое;Речная;1;18 581,26
29.04.2022;150;Улаанбаатар-1;Китой-Комбинатская;1;19 578,00
29.04.2022;150;Нур-Султан 1;Речная;1;26 211,68
29.04.2022;122;Раустан;Костанай;1;27 247,87
29.04.2022;122;Раустан;Костанай;1;27 247,87
29.04.2022;138;Улаанбаатар-1;Залари;1;32 701,00
29.04.2022;138;Улаанбаатар-1;Новобирюсинская;1;35 830,00
29.04.2022;122;Термез-Порт (эксп.);Мамлютка;1;45 958,22
29.04.2022;122;Термез-Порт (эксп.);Мамлютка;1;45 958,22
29.04.2022;150;Алматы 1;Барнаул;1;16 824,90
29.04.2022;138;Кутузово-Новое;Гатово;1;6 280,30
29.04.2022;138;Кутузово-Новое;Гатово;1;7 571,30
29.04.2022;138;Кутузово-Новое;Гатово;1;7 571,30
29.04.2022;138;Кутузово-Новое;Гатово;1;6 280,30
29.04.2022;138;Апшерон;Гюздек;1;2 500,00
29.04.2022;138;Брест-Центральный (эксп.);Заднепровская;1;13 291,30
29.04.2022;138;Брест-Центральный (эксп.);Заднепровская;1;13 291,30
29.04.2022;138;Зиемельблазма;Каунас;1;8 464,35
29.04.2022;122;Какир;Костанай;1;27 277,55
29.04.2022;122;Серхетабат (эксп.);Костанай;1;66 243,01
29.04.2022;138;Апшерон;Плаксейка;1;27 885,56
29.04.2022;138;Алматы 1;Речная;1;26 582,49
29.04.2022;138;Сухуми;Горячий Ключ;1;5 652,00
29.04.2022;138;Алматы 2;Достык;1;7 719,04
29.04.2022;122;Галаба (эксп.);Костанай;1;45 981,74
29.04.2022;122;Галаба (эксп.);Костанай;1;45 981,74
29.04.2022;122;Какир;Костанай;1;26 797,77
29.04.2022;150;Актау-Порт;Кутум;1;13 638,20
29.04.2022;122;Термез-Порт (эксп.);Мамлютка;1;45 155,28
29.04.2022;122;Термез-Порт (эксп.);Мамлютка;1;45 155,28
29.04.2022;122;Термез-Порт (эксп.);Петропавловск;1;45 273,21
29.04.2022;138;Брест-Центральный (эксп.);Хотислав;1;2 801,95
29.04.2022;138;Усть-Илимск;Вихоревка;1;14 446,00
29.04.2022;158;Микунь;Койты;1;2 374,00
29.04.2022;138;Уфа;Бензин;1;885,00
29.04.2022;138;Архангельск-Город;Зуевка;1;32 454,00
29.04.2022;138;Покровск-Приволжский;Саратов-Порт;1;1 173,00
29.04.2022;138;Дзержинская-Новая;Гатово;1;6 280,30
29.04.2022;138;Аргаяш;Речная;1;8 522,00
29.04.2022;138;Улаанбаатар-1;Братск;1;37 751,00
29.04.2022;138;Улаанбаатар-1;Братск;1;37 751,00
29.04.2022;138;Улаанбаатар-1;Киренга;1;51 901,00
29.04.2022;138;Улаанбаатар-1;Киренга;1;51 901,00
29.04.2022;138;Улаанбаатар-1;Новобирюсинская;1;35 830,00
29.04.2022;138;Улаанбаатар-1;Киренга;1;51 901,00
29.04.2022;138;Улаанбаатар-1;Киренга;1;51 901,00
29.04.2022;138;Улаанбаатар-1;Киренга;1;51 901,00
29.04.2022;158;Улаанбаатар-1;Киренга;1;51 901,00
29.04.2022;138;Улаанбаатар-1;Новобирюсинская;1;35 830,00
29.04.2022;138;Улаанбаатар-1;Новобирюсинская;1;35 830,00
29.04.2022;138;Черниковка;Речная;1;7 686,00
29.04.2022;138;Злобино;Новобирюсинская;1;11 426,00
29.04.2022;138;Лобня;Ногинск;1;5 383,00
29.04.2022;138;Аша;Речная;1;4 506,00
29.04.2022;138;Харабалинская;Саратов-Порт;1;8 075,00
29.04.2022;150;Шымкент;Кутум;1;21 204,77
29.04.2022;138;Манкент;Карповская;1;27 986,14
29.04.2022;138;Илецк I;Речная;1;22 515,00
29.04.2022;138;Новороссийск;Мостовская;1;13 665,00
29.04.2022;150;Трусово;Татьянка;1;18 724,00
29.04.2022;150;Шымкент;Татьянка;1;36 399,77
29.04.2022;138;Тында;Белогорск II;1;32 552,00
29.04.2022;138;Клещиха;Иня-Восточная;1;1 068,00
29.04.2022;138;Адлер;Горячий Ключ;1;4 239,00
29.04.2022;138;Новосибирск-Западный;Алтайская;1;6 069,00
29.04.2022;138;Новосибирск-Западный;Алтайская;1;6 069,00
29.04.2022;138;Новосибирск-Западный;Алтайская;1;6 069,00
29.04.2022;158;Березовский-Восточный;Белогорск II;1;1 995,00
29.04.2022;150;Бурундай;Барнаул;1;17 163,71
29.04.2022;138;Нижнеувельская;Речная;1;7 686,00
29.04.2022;150;Адлер;Тимашевская;1;8 820,00
29.04.2022;138;Тыреть;Черемхово;1;2 696,00
29.04.2022;158;Иркутск-Пассажирский;Батарейная;1;683,00
29.04.2022;150;Нижний Бестях;Усть-Илимск;1;55 515,00
29.04.2022;138;Бурул;Карповская;1;39 040,39
29.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
29.04.2022;138;Комсомольск-на-Амуре;Эльбан;1;4 029,00
29.04.2022;138;Блочная;Заячья Горка;1;12 979,00
29.04.2022;138;Трофимовский II;Пугачевск;1;7 686,00
29.04.2022;138;Брянск-Льговский;Рышково;1;6 994,00
29.04.2022;138;Пермь I;Заячья Горка;1;7 587,00
29.04.2022;138;Верещагино;Заячья Горка;1;11 852,00
29.04.2022;138;Жана-Есиль;Никель;1;17 618,12
29.04.2022;138;Костанай;Речная;1;24 583,01
29.04.2022;138;Мекензиевы Горы;Айвазовская;1;7 686,00
29.04.2022;150;Казахстан;Речная;1;21 805,97
29.04.2022;138;Кызылсай;Карповская;1;27 986,88
29.04.2022;138;Мекензиевы Горы;Усть-Лабинская;1;17 025,00
29.04.2022;138;Егоршино;Тавда;1;6 861,00
29.04.2022;138;Войновка;Полевской;1;7 730,00
29.04.2022;138;Каменская;Валуйки;1;8 430,00
29.04.2022;138;Комсомольск-на-Амуре;Эльбан;1;2 022,00
29.04.2022;138;Илецк I;Магнитогорск-Грузовой;1;18 799,00
29.04.2022;138;Волковская;Пустынька;1;2 400,00
29.04.2022;138;Тула I-Курская;Рышково;1;9 839,00
29.04.2022;138;Санкт-Петербург-Тов.-Витебский;Котово;1;2 052,00
29.04.2022;138;Тула-Лихвинская;Щурово;1;7 686,00
29.04.2022;138;Кутузово-Новое;Лида;1;6 702,66
29.04.2022;138;Армавир-Туапсинский;Тихорецкая;1;3 631,00
29.04.2022;138;Симферополь-Грузовой;Шедок;1;19 546,00
29.04.2022;138;Махачкала;Шамхал;1;498,00
29.04.2022;138;Новокузнецк-Сортировочный;Черкасов Камень;1;1 368,00
29.04.2022;122;Келес;Петропавловск;1;18 767,84
29.04.2022;150;Махачкала;Шедок;1;16 218,00
29.04.2022;138;Новый Порт (эксп.);Пустынька;1;2 308,00
29.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
29.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
29.04.2022;138;Вохтога;Шарья;1;8 194,00
29.04.2022;138;Сальск;Татьянка;1;10 603,00
29.04.2022;138;Шершни;Речная;1;6 669,00
29.04.2022;122;Галаба (эксп.);Мамлютка;1;45 402,23
29.04.2022;138;Сургут-Порт;Речная;1;32 118,00
29.04.2022;138;Соломбалка (перев);Шарья;1;21 789,00
29.04.2022;138;Краснокаменск;Кая;1;59 573,00
29.04.2022;158;Ульяновск-Центральный;Красный Гуляй;1;1 017,00
29.04.2022;138;Сосногорск;Койты;1;9 074,00
29.04.2022;138;Лобня;Гагарин;1;5 002,00
29.04.2022;138;Челябинск-Грузовой;Речная;1;6 669,00
29.04.2022;138;Шаховская;Обнинское;1;3 580,00
30.04.2022;138;Бор-Ундур;Кая;1;31 113,00
30.04.2022;158;Чукурсай;Жинишке;1;17 022,20
30.04.2022;138;Назарбек;Достык;1;16 932,53
30.04.2022;138;Назарбек;Достык;1;19 200,23
30.04.2022;138;Сергели;Сулы;1;21 732,39
30.04.2022;138;Сергели;Достык;1;16 609,55
30.04.2022;138;Худжанд;Достык;1;24 520,54
30.04.2022;138;Улаанбаатар-1;Китой-Комбинатская;1;19 578,00
30.04.2022;138;Бор-Ундур;Тыреть;1;40 439,00
30.04.2022;138;Абакан;Черногорские Копи;1;861,00
30.04.2022;138;Абакан;Черногорские Копи;1;861,00
30.04.2022;138;Гуково;Россошь;1;14 665,00
30.04.2022;138;Гуково;Россошь;1;14 665,00
30.04.2022;138;Богданович;Кунара;1;391,00
30.04.2022;138;Черный Мыс;Речная;1;22 834,00
30.04.2022;138;Лужская (эксп.);Пустынька;1;6 200,00
30.04.2022;138;Лужская (эксп.);Пустынька;1;6 200,00
30.04.2022;138;Лужская (эксп.);Шарья;1;26 956,00
30.04.2022;138;Лужская (эксп.);Пустынька;1;6 200,00
30.04.2022;138;Серов-Заводской;Смычка;1;6 287,00
30.04.2022;138;Дербент;Шамхал;1;7 674,00
30.04.2022;138;Бугач;Лесосибирск;1;18 476,00
30.04.2022;138;Усинск;Койты;1;18 799,00
30.04.2022;150;Новокузнецк-Сортировочный;Барнаул;1;9 074,00
30.04.2022;138;Сургут;Керамик;1;18 537,00
30.04.2022;138;Хабаровск II;Благовещенск;1;17 816,00
30.04.2022;150;Грозный;Ростов-Товарный;1;18 673,00
30.04.2022;138;Чемской;Иня-Восточная;1;768,00
30.04.2022;138;Промгипсовая;Орехово-Зуево;1;13 418,00
30.04.2022;150;Волковская;Шарья;1;24 843,00
30.04.2022;138;Войновка;Заячья Горка;1;17 373,00
30.04.2022;138;Войновка;Заячья Горка;1;17 373,00
30.04.2022;138;Покровск-Приволжский;Саратов-Порт;1;1 173,00
30.04.2022;138;Чемской;Иня-Восточная;1;1 330,00
30.04.2022;157,5;Ершов;Татьянка;1;17 827,00
30.04.2022;138;Егорьевск I;Орехово-Зуево;1;1 261,00
30.04.2022;150;Михайло-Чесноковская;Белогорск II;1;1 995,00
30.04.2022;122;Кызылорда;Костанай;1;12 938,39
30.04.2022;138;Абакан;Черногорские Копи;1;783,00
30.04.2022;138;Коломенское;Сборная-Угольная;1;5 642,00
30.04.2022;150;Махачкала;Шедок;1;16 218,00
30.04.2022;138;Белые Столбы;Орехово-Зуево;1;4 200,00
30.04.2022;150;Воронеж-Курский;Придача;1;704,00
30.04.2022;150;Мальчики;Егорьевск I;1;2 185,00
30.04.2022;138;Красноярск;Лесосибирск;1;11 426,00
30.04.2022;138;Азов;Ростов-Западный;1;1 682,00
30.04.2022;138;Азов;Ростов-Товарный;1;1 467,00
30.04.2022;138;Азов;Татьянка;1;15 323,00
30.04.2022;138;Адлер;Усть-Лабинская;1;6 615,00
30.04.2022;138;Сосногорск;Койты;1;9 074,00
30.04.2022;138;Мекензиевы Горы;Шедок;1;40 439,00
01.05.2022;138;Брест-Центральный (эксп.);Ивацевичи;1;4 467,77
01.05.2022;138;Брест-Центральный (эксп.);Лида;1;7 700,61
01.05.2022;138;Брест-Центральный (эксп.);Борисов;1;10 052,67
01.05.2022;138;Заудинский;Тыреть;1;10 292,00
01.05.2022;138;Искитим;Алтайская;1;4 043,00
01.05.2022;138;Новокузнецк;Алтайская;1;8 194,00
01.05.2022;138;Илецк I;Жинишке;1;2 843,94
01.05.2022;138;Илецк I;Жинишке;1;2 843,94
01.05.2022;138;Мырза;Речная;1;25 685,70
01.05.2022;138;Шамалдысай;Речная;1;35 581,63
01.05.2022;150;Аскиз;Черногорские Копи;1;3 481,00
01.05.2022;138;Воскресенск;Рязань II;1;3 079,00
01.05.2022;138;Калуга I;Сборная-Угольная;1;6 378,00
01.05.2022;138;Павелец-Тульский;Рышково;1;17 827,00
01.05.2022;138;Лужская (эксп.);Буй;1;37 182,00
01.05.2022;138;Екатеринбург-Товарный;Речная;1;8 703,00
01.05.2022;138;Шувакиш;Сукманы;1;12 556,00
01.05.2022;138;Шувакиш;Сукманы;1;12 556,00
01.05.2022;138;Шувакиш;Сукманы;1;12 556,00
01.05.2022;138;Асбест;Заячья Горка;1;13 366,00
01.05.2022;138;Череповец II;Шарья;1;11 598,00
01.05.2022;138;Ставрополь;Тоннельная;1;10 447,00
01.05.2022;138;Ейск;Карповская;1;17 025,00
01.05.2022;138;Сочи;Речная;1;34 178,00
01.05.2022;138;Худжанд;Достык;1;23 781,26
01.05.2022;138;Гыпджак;Арал Тенизи;1;9 703,93
01.05.2022;150;Назарбек;Сергели;1;2 500,00
01.05.2022;138;Новолипецк;Острогожск;1;6 733,00
01.05.2022;138;Гыпджак;Жинишке;1;10 444,26
01.05.2022;138;Мекензиевы Горы;Шедок;1;42 750,00
01.05.2022;138;Толгойт;Братск;1;37 751,00
01.05.2022;138;Толгойт;Братск;1;37 751,00
01.05.2022;138;Толгойт;Киренга;1;51 901,00
01.05.2022;138;Толгойт;Киренга;1;51 901,00
01.05.2022;138;Толгойт;Новобирюсинская;1;35 830,00
01.05.2022;138;Базаиха;Лесосибирск;1;12 556,00
01.05.2022;157,2;Очаково I;Людиново I;1;9 563,00
02.05.2022;138;Беларусь;Свислочь (эксп.);1;7 700,61
02.05.2022;138;Перевоз;Кая;1;7 993,00
02.05.2022;150;Селенга;Батарейная;1;14 771,00
02.05.2022;138;Новая Чара;Киренга;1;31 705,00
02.05.2022;138;Восстание;Ворсма;1;12 724,00
02.05.2022;138;Томмот;Киренга;1;46 582,00
02.05.2022;138;Белогорск II;Белогорск;1;262,00
02.05.2022;138;Новосибирск-Западный;Иня-Восточная;1;1 229,00
02.05.2022;138;Инская;Иня-Восточная;1;1 775,00
02.05.2022;138;Тихоново;Бензин;1;13 621,00
02.05.2022;138;Павлодар;Новоблаговещенка;1;6 365,99
02.05.2022;138;Уральск;Косяковка;1;12 441,92
02.05.2022;138;Алматы 2;Алейская;1;14 499,21
02.05.2022;138;Углерудная;Речная;1;19 395,62
02.05.2022;122;Кутузово-Новое;Гатово;1;6 186,28
02.05.2022;138;Кутузово-Новое;Лида;1;22 091,19
02.05.2022;138;Бугач;Лесосибирск;1;18 476,00
02.05.2022;138;Зиемельблазма;Каунас;1;8 178,62
02.05.2022;138;Зиемельблазма;Каунас;1;8 178,62
02.05.2022;138;Шаховская;Обнинское;1;3 580,00
02.05.2022;138;Карачев;Рышково;1;12 530,00
02.05.2022;138;Карачев;Рышково;1;12 530,00
02.05.2022;138;Царское Село;Пустынька;1;1 210,00
02.05.2022;138;Царское Село;Рябово;1;2 652,00
02.05.2022;138;Апатиты;Сегежа;1;14 342,00
02.05.2022;138;Харабалинская;Карповская;1;5 523,00
02.05.2022;138;Кольцово;Сукманы;1;12 556,00
02.05.2022;138;Когалым;Речная;1;35 830,00
02.05.2022;138;Ветласян;Межег;1;9 448,00
02.05.2022;158;Вайвара (эксп.);Великие Луки;1;17 025,00
02.05.2022;138;Валуйки;Плавица;1;18 339,00
02.05.2022;138;Шершни;Речная;1;6 669,00
02.05.2022;138;Нижнеувельская;Речная;1;7 686,00
02.05.2022;138;Нижнеувельская;Речная;1;7 686,00
02.05.2022;138;Шершни;Речная;1;17 153,00
02.05.2022;138;Сургут;Уаз;1;17 916,00
02.05.2022;138;Кутузово-Новое;Гатово;1;7 477,28
02.05.2022;138;Кутузово-Новое;Гатово;1;6 186,28
02.05.2022;138;Кутузово-Новое;Гатово;1;7 477,28
02.05.2022;138;Абакан;Черногорские Копи;1;783,00
03.05.2022;138;Брест-Центральный (эксп.);Хотислав;1;2 801,95
03.05.2022;138;Брест-Центральный (эксп.);Лида;1;7 700,61
03.05.2022;138;Брест-Центральный (эксп.);Свислочь (эксп.);1;8 288,81
03.05.2022;150;Брест-Центральный (эксп.);Добруш;1;12 404,72
03.05.2022;138;Брест-Центральный (эксп.);Шумилино;1;15 246,19
03.05.2022;138;Черемхово;Тыреть;1;4 357,00
03.05.2022;138;Лена-Восточная;Киренга;1;7 674,00
03.05.2022;138;Нерюнгри-Грузовая;Киренга;1;37 751,00
03.05.2022;138;Антипиха;Киренга;1;52 239,00
03.05.2022;138;Бурундай;Достык;1;6 803,50
03.05.2022;138;Бурундай;Достык;1;6 803,50
03.05.2022;150;Жанааул;Речная;1;17 995,54
03.05.2022;138;Алматы 2;Алейская;1;18 010,64
03.05.2022;138;Екибастуз I;Речная;1;20 290,65
03.05.2022;138;Аксенгер (рзд);Речная;1;27 185,71
03.05.2022;150;Аламедин;Жинишке;1;28 081,93
03.05.2022;138;Зиемельблазма;Козенки;1;13 678,40
03.05.2022;138;Мальчики;Орехово-Зуево;1;2 652,00
03.05.2022;150;Михнево;Балашиха;1;6 200,00
03.05.2022;138;Гривно;Ногинск;1;6 669,00
03.05.2022;157,5;Михнево;Брянск-Льговский;1;11 030,00
03.05.2022;138;Войновка;Речная;1;14 914,00
03.05.2022;138;Арамиль;Речная;1;17 993,00
03.05.2022;138;Сыктывкар;Койты;1;704,00
03.05.2022;138;Койты;Микунь;1;2 374,00
03.05.2022;138;Череповец II;Шарья;1;11 598,00
03.05.2022;138;Жаровиха;Шарья;1;24 874,00
03.05.2022;138;Адлер;Горячий Ключ;1;4 239,00
03.05.2022;138;Адлер;Черкесск;1;9 417,00
03.05.2022;138;Азов;Котлубань;1;14 598,00
03.05.2022;138;Спитамен;Жинишке;1;21 898,51
03.05.2022;122;Келес;Петропавловск;1;16 419,64
03.05.2022;138;Новолипецк;Плавица;1;1 747,00
03.05.2022;138;Новолипецк;Елец;1;2 998,00
03.05.2022;150;Котел;Белгород-Сумской;1;4 951,00
03.05.2022;138;Котел;Плавица;1;8 377,00
03.05.2022;138;Меновой Двор;Речная;1;12 925,00
03.05.2022;138;Мекензиевы Горы;Шедок;1;42 750,00
03.05.2022;138;Мекензиевы Горы;Шедок;1;25 712,00
04.05.2022;138;Колодищи;Ивацевичи;1;6 035,55
04.05.2022;138;Степянка;Свислочь (эксп.);1;7 700,61
04.05.2022;150;Степянка;Игоревская;1;12 661,06
04.05.2022;138;Лена;Киренга;1;2 970,00
04.05.2022;138;Лена;Киренга;1;2 970,00
04.05.2022;138;Лена;Киренга;1;2 970,00
04.05.2022;138;Лена;Киренга;1;2 970,00
04.05.2022;138;Зуевка;Шарья;1;9 839,00
04.05.2022;138;Первая Речка;Уссурийск;1;3 383,00
04.05.2022;138;Хабаровск I;Ленинск;1;7 457,00
04.05.2022;122;Хабаровск II;Ленинск;1;8 026,00
04.05.2022;138;Хабаровск II;Арга;1;16 218,00
04.05.2022;138;Алдан;Благовещенск;1;53 401,00
04.05.2022;138;Благовещенск;Белогорск II;1;3 383,00
04.05.2022;138;Благовещенск;Арга;1;4 615,00
04.05.2022;138;Чита I;Братск;1;43 701,00
04.05.2022;138;Достык;Рубцовск;1;8 814,97
04.05.2022;138;Тараз;Жинишке;1;11 468,92
04.05.2022;150;Жеты-Су;Барнаул;1;14 243,52
04.05.2022;138;Кайрат (рзд);Топчиха;1;14 515,52
04.05.2022;138;Караганда-Сортировочная;Никель;1;15 773,69
04.05.2022;138;Сороковая;Речная;1;16 749,45
04.05.2022;150;Кокшетау I;Речная;1;18 134,34
04.05.2022;138;Екибастуз I;Речная;1;20 290,65
04.05.2022;138;Махамбет;Карповская;1;22 598,51
04.05.2022;138;Достык;Никель;1;24 652,07
04.05.2022;138;Алматы 2;Речная;1;26 317,88
04.05.2022;138;Павлодар-Южный;Речная;1;30 364,77
04.05.2022;138;Абакан;Черногорские Копи;1;861,00
04.05.2022;150;Базаиха;Лесосибирск;1;12 556,00
04.05.2022;138;Узловая I;Сборная-Угольная;1;1 046,00
04.05.2022;138;Селятино;Бронницы;1;4 650,00
04.05.2022;138;Лужская (эксп.);Купчинская;1;4 615,00
04.05.2022;138;Лужская (эксп.);Рябово;1;6 200,00
04.05.2022;138;Лужская (эксп.);Пустынька;1;6 200,00
04.05.2022;138;Лужская (эксп.);Пустынька;1;6 200,00
04.05.2022;138;Лужская (эксп.);Пустынька;1;6 200,00
04.05.2022;138;Трофимовский II;Саратов-Порт;1;548,00
04.05.2022;138;Лечебный;Аргаяш;1;5 878,00
04.05.2022;138;Сургут;Речная;1;29 227,00
04.05.2022;138;Ярославль-Главный;Текстильный;1;4 748,00
04.05.2022;138;Соломбалка (перев);Шарья;1;21 789,00
04.05.2022;138;Темрюк;Полтавская;1;6 965,00
04.05.2022;138;Адлер;Кубанская;1;7 173,00
04.05.2022;138;Краснодар II;Котлубань;1;13 366,00
04.05.2022;138;Азов;Им. Максима Горького;1;14 598,00
04.05.2022;122;Адлер;Шедок;1;17 993,00
04.05.2022;138;Худжанд;Достык;1;21 877,91
04.05.2022;138;Келес;Достык;1;18 599,86
04.05.2022;138;Келес;Достык;1;18 599,86
04.05.2022;138;Келес;Сулы;1;21 369,89
04.05.2022;138;Давыдовка;Острогожск;1;1 995,00
04.05.2022;150;Давыдовка;Белгород-Сумской;1;11 852,00
04.05.2022;138;Палатовка;Плавица;1;17 136,00
04.05.2022;138;Нижнеувельская;Речная;1;7 686,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;26 942,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;26 942,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;26 942,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;26 942,00
04.05.2022;122;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;158;Мекензиевы Горы;Тоннельная;1;16 204,00
04.05.2022;138;Айзкраукле;Каунас;1;8 145,94
05.05.2022;138;Мекензиевы Горы;Лабинская;1;39 642,00
05.05.2022;158;Слоним;Свислочь (эксп.);1;3 312,67
05.05.2022;150;Слоним;Свислочь (эксп.);1;3 312,67
05.05.2022;138;Брест-Северный;Ивацевичи;1;3 983,37
05.05.2022;138;Центролит;Рудня;1;4 600,00
05.05.2022;138;Центролит;Рудня;1;4 600,00
05.05.2022;138;Брест-Северный;Свислочь (эксп.);1;8 676,08
05.05.2022;138;Брест-Северный;Свислочь (эксп.);1;8 676,08
05.05.2022;138;Брест-Северный;Свислочь (эксп.);1;8 676,08
05.05.2022;138;Брест-Северный;Свислочь (эксп.);1;8 676,08
05.05.2022;150;Лена;Игирма;1;6 200,00
05.05.2022;138;Военный Городок;Вихоревка;1;24 647,00
05.05.2022;150;Таксимо;Усть-Илимск;1;44 819,00
05.05.2022;138;Киров-Котласский;Мураши;1;2 538,00
05.05.2022;138;Навашино;Арзамас II;1;2 964,00
05.05.2022;138;Игумново;Арзамас II;1;3 631,00
05.05.2022;138;Линда;Арзамас II;1;4 800,00
05.05.2022;150;Белогорск II;Арга;1;1 467,00
05.05.2022;138;Сеятель;Иня-Восточная;1;1 467,00
05.05.2022;138;Кормиловка;Карбышево I;1;1 749,00
05.05.2022;138;Кормиловка;Карбышево I;1;1 749,00
05.05.2022;138;Новосибирск-Западный;Ижморская;1;8 026,00
