Период отправления;Объем кузова;Станция отправления;Станция назначения;Кол-во;Тариф
01.04.2022;138;Уфа;Нарышево;1;6 448,00
01.04.2022;138;Комсомольск-Мурманский;Ваенга;1;704,00
01.04.2022;138;Тамерлан;Ессаульская;1;7 177,00
01.04.2022;138;Давлеканово;Белорецк;1;9 563,00
01.04.2022;138;Уфа;Салават;1;5 878,00
01.04.2022;138;Чишмы;Косяковка;1;5 143,00
01.04.2022;138;Колодищи;Свислочь (эксп.);1;8 335,80
01.04.2022;150;Котел;Придача;1;4 951,00
01.04.2022;150;Бишкек I;Рубцовск;1;32 960,76
01.04.2022;150;Хабаровск II;Архара;1;12 556,00
01.04.2022;120;Котел;Красивая Меча;1;6 733,00
01.04.2022;138;Коротчаево (СТР);Речная;1;72 659,00
01.04.2022;138;Батарейная;Залари;1;5 652,00
01.04.2022;138;Кант;Поспелиха;1;29 534,20
01.04.2022;138;Клещиха;Иня-Восточная;1;1 068,00
01.04.2022;138;Новый Порт (эксп.);Пустынька;1;1 783,00
01.04.2022;138;Назарбек;Таскудык;1;22 285,22
01.04.2022;138;Назарбек;Таскудык;1;23 673,27
01.04.2022;138;Долбино;Белгород;1;910,00
01.04.2022;138;Карбышево I;Комбинатская;1;1 220,00
01.04.2022;138;Усть-Лабинская;Краснодар-Сортировочный;1;1 730,00
01.04.2022;138;Нахабино;Брянск-Льговский;1;5 143,00
01.04.2022;138;Нахабино;Брянск-Льговский;1;5 143,00
01.04.2022;138;Бугач;Ачинск II;1;4 099,00
01.04.2022;158;Уральск;Жинишке;1;4 304,20
01.04.2022;138;Чишмы;Нарышево;1;5 143,00
01.04.2022;138;Пикалево II;Санкт-Петербург-Сорт.-Московский;1;6 861,00
01.04.2022;138;Аппаратная;Речная;1;7 173,00
01.04.2022;138;Таскудык;Никель;1;9 074,00
01.04.2022;138;Острогожск;Рышково;1;9 662,00
01.04.2022;138;Астрахань I;Татьянка;1;9 930,00
01.04.2022;150;Сумгаит;Дагестанские Огни;1;13 982,20
01.04.2022;150;Сумгаит;Дагестанские Огни;1;13 982,20
01.04.2022;138;Назарбек;Аксенгер (рзд);1;14 154,98
01.04.2022;138;Сороковая;Курган;1;18 164,27
01.04.2022;150;Назарбек;Жинишке;1;18 488,59
01.04.2022;138;Сергели;Жинишке;1;19 010,51
01.04.2022;138;Актобе II;Аксарайская II;1;19 884,17
01.04.2022;138;Назарбек;Достык;1;21 383,23
01.04.2022;138;Низовка;Ярославль-Главный;1;21 710,00
01.04.2022;138;Янгиер;Достык;1;23 567,36
01.04.2022;138;Янгиер;Достык;1;23 567,36
01.04.2022;138;Грозный;Шедок;1;23 614,00
01.04.2022;138;Назарбек;Риддер;1;24 907,44
01.04.2022;138;Грозный;Передовая;1;25 053,00
01.04.2022;150;Хамза;Жинишке;1;25 121,20
01.04.2022;138;Янгиер;Жана-Есиль;1;25 839,70
01.04.2022;138;Янгиер;Жана-Есиль;1;25 839,70
01.04.2022;138;Койты;Ярославль-Главный;1;27 927,00
01.04.2022;138;Аламедин;Достык;1;28 240,39
01.04.2022;138;Толгойт;Кая;1;31 113,00
01.04.2022;158;Аламедин;Жинишке;1;32 109,71
01.04.2022;138;Ош;Жинишке;1;35 595,68
01.04.2022;138;Ош;Жинишке;1;35 595,68
01.04.2022;138;Улаанбаатар-1;Новобирюсинская;1;35 830,00
01.04.2022;138;Улаанбаатар-1;Новобирюсинская;1;35 830,00
01.04.2022;150;Бишкек I;Жинишке;1;38 222,14
01.04.2022;138;Улаанбаатар-1;Игирма;1;46 582,00
01.04.2022;138;Улаанбаатар-1;Игирма;1;46 582,00
01.04.2022;138;Улаанбаатар-1;Игирма;1;46 582,00
01.04.2022;138;Улаанбаатар-1;Игирма;1;46 582,00
01.04.2022;138;Улаанбаатар-1;Киренга;1;51 901,00
01.04.2022;138;Нижний Бестях;Игирма;1;54 842,00
01.04.2022;150;Нижний Бестях;Усть-Илимск;1;55 515,00
01.04.2022;150;Нижний Бестях;Усть-Илимск;1;55 515,00
01.04.2022;122;Серхетабат;Петропавловск;1;69 702,43
01.04.2022;138;Черняховск;Каунас;1;1 795,00
01.04.2022;138;Джанкой;Полтавская;1;17 239,00
01.04.2022;138;Мекензиевы Горы;Луковский;1;44 819,00
01.04.2022;138;Мекензиевы Горы;Луковский;1;44 819,00
01.04.2022;138;Мекензиевы Горы;Луковский;1;44 819,00
02.04.2022;138;Анисовка;Котлубань;1;13 182,00
02.04.2022;138;Дербент;Луковский;1;15 167,00
02.04.2022;138;Анисовка;Смышляевка;1;13 240,00
02.04.2022;138;Новокузнецк-Северный;Черкасов Камень;1;2 427,00
02.04.2022;138;Тыреть;Иркутск-Сортировочный;1;6 378,00
02.04.2022;138;Войновка;Заячья Горка;1;17 373,00
02.04.2022;138;Краснодар-Сортировочный;Речная;1;48 760,00
02.04.2022;158;Жана-Семей;Барнаул;1;11 156,48
02.04.2022;150;Санкт-Петербург-Тов.-Витебский;Шарья;1;25 452,00
02.04.2022;150;Сороковая;Речная;1;19 641,23
02.04.2022;150;Гродеково (эксп. КЖД);Гродеково;1;704,00
02.04.2022;138;Кольцово;Уаз;1;2 914,00
02.04.2022;122;Качканар;Кунара;1;8 377,00
02.04.2022;138;Коротчаево (СТР);Речная;1;72 659,00
02.04.2022;138;Качканар;Уаз;1;9 029,00
02.04.2022;138;Беларусь;Свислочь (эксп.);1;8 958,75
02.04.2022;138;Маарду (эксп. через порт Мууга);Печоры-Псковские;1;79,00
02.04.2022;138;Костариха;Ворсма;1;1 815,00
02.04.2022;138;Мекензиевы Горы;Черкесск;1;36 882,00
02.04.2022;138;Сальск;Татьянка;1;10 603,00
02.04.2022;138;Актобе II;Косяковка;1;18 642,57
02.04.2022;138;Краснодар-Сортировочный;Речная;1;48 760,00
02.04.2022;138;Костариха;Ворсма;1;1 815,00
02.04.2022;138;Бологое-Московское;Рябово;1;15 935,00
02.04.2022;138;Мырза;Речная;1;28 417,59
02.04.2022;138;Каменская;Валуйки;1;21 482,00
02.04.2022;138;Волгодонская;Котлубань;1;19 347,00
02.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
02.04.2022;138;Мырза;Речная;1;28 417,59
02.04.2022;138;Колпино;Пустынька;1;1 261,00
02.04.2022;138;Анисовка;Смышляевка;1;13 240,00
02.04.2022;138;Брест-Северный;Свислочь (эксп.);1;9 582,60
02.04.2022;138;Маарду (эксп. через порт Мууга);Печоры-Псковские;1;79,00
02.04.2022;158;Азов;Батайск;1;885,00
02.04.2022;150;Актобе II;Жинишке;1;1 142,37
02.04.2022;138;Гидростроитель;Братск;1;1 995,00
02.04.2022;138;Березовский-Восточный;Белогорск II;1;2 075,00
02.04.2022;138;Новокузнецк-Северный;Черкасов Камень;1;2 296,00
02.04.2022;138;Новый Порт (эксп.);Рябово;1;2 621,00
02.04.2022;138;Селятино;Орехово-Зуево;1;6 069,00
02.04.2022;138;Колпино;Котово;1;6 531,00
02.04.2022;138;Колпино;Котово;1;6 531,00
02.04.2022;138;Новокузнецк-Северный;Кемерово-Сортировочное;1;7 726,00
02.04.2022;138;Петрокрепость;Котово;1;8 820,00
02.04.2022;138;Брест-Северный;Свислочь (эксп.);1;9 582,60
02.04.2022;138;Кольцово;Речная;1;10 307,00
02.04.2022;138;Анисовка;Котлубань;1;13 182,00
02.04.2022;150;Албаба;Правдинск;1;14 542,00
02.04.2022;138;Караганозек;Речная;1;15 718,02
02.04.2022;138;Караганозек;Речная;1;15 718,02
02.04.2022;150;Великие Луки;Заневский Пост;1;15 935,00
02.04.2022;150;Дербышки;Ува I;1;16 231,00
02.04.2022;138;Клин;Брянск-Льговский;1;19 483,00
02.04.2022;138;Чукурсай;Достык;1;20 514,27
02.04.2022;157,2;Дербышки;Правдинск;1;20 576,00
02.04.2022;138;Мырза;Речная;1;20 889,06
02.04.2022;138;Назарбек;Достык;1;21 383,23
02.04.2022;138;Каменская;Валуйки;1;21 482,00
02.04.2022;138;Чукурсай;Риддер;1;23 850,12
02.04.2022;150;Бологое-Московское;Нигозеро;1;25 452,00
02.04.2022;138;Алматы 2;Речная;1;27 081,23
02.04.2022;138;Сороковая;Речная;1;27 138,28
02.04.2022;138;Мекензиевы Горы;Гречишкино;1;29 631,00
02.04.2022;138;Толгойт;Иркутск-Сортировочный;1;32 820,00
02.04.2022;138;Мекензиевы Горы;Черкесск;1;34 086,00
02.04.2022;138;Мекензиевы Горы;Черкесск;1;34 086,00
02.04.2022;138;Мекензиевы Горы;Черкесск;1;36 882,00
02.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
02.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
02.04.2022;138;Нижний Бестях;Игирма;1;51 566,00
02.04.2022;122;Серхетабат;Петропавловск;1;69 702,43
02.04.2022;122;Серхетабат;Петропавловск;1;69 702,43
02.04.2022;138;Мекензиевы Горы;Гречишкино;1;29 631,00
02.04.2022;138;Апшерон;Боржоми;1;29 496,99
02.04.2022;138;Апшерон;Боржоми;1;29 496,99
02.04.2022;138;Апшерон;Боржоми;1;29 496,99
02.04.2022;138;Рустави;Махачкала;1;51 696,89
03.04.2022;138;Березовский-Восточный;Белогорск II;1;2 075,00
03.04.2022;138;Тамерлан;Ессаульская;1;7 177,00
03.04.2022;138;Рахимова;Жинишке;1;18 268,38
03.04.2022;138;Березовский-Восточный;Белогорск II;1;2 075,00
03.04.2022;138;Сегежа;Беломорск;1;3 481,00
03.04.2022;138;Тамерлан;Ессаульская;1;7 177,00
03.04.2022;150;Кемь;Томицы;1;11 348,00
03.04.2022;158;Клещиха;Сибирская;1;1 266,00
03.04.2022;150;Карачев;Брянск-Льговский;1;2 577,00
03.04.2022;138;Сороковая;Речная;1;19 468,93
03.04.2022;138;Бугульма;Нарышево;1;2 385,00
03.04.2022;138;Вологда II;Шарья;1;10 307,00
03.04.2022;138;Анисовка;Котлубань;1;13 182,00
03.04.2022;138;Новосибирск-Западный;Новосибирск-Южный;1;356,00
03.04.2022;138;Новосибирск-Восточный;Новосибирск-Южный;1;356,00
03.04.2022;150;Орловка;Волгоград II;1;891,00
03.04.2022;138;Долгушино;Бутылицы;1;19 151,00
03.04.2022;138;Долгушино;Бутылицы;1;19 151,00
03.04.2022;138;Боровичи;Котово;1;4 506,00
03.04.2022;138;Надеждинская;Кнорринг;1;4 681,00
03.04.2022;122;Колпино;Печоры-Псковские;1;7 173,00
03.04.2022;138;Аппаратная;Тавда;1;7 173,00
03.04.2022;138;Тамерлан;Ессаульская;1;7 177,00
03.04.2022;138;Люблино-Сортировочное;Брянск-Льговский;1;11 971,00
03.04.2022;138;Анисовка;Котлубань;1;13 182,00
03.04.2022;138;Карачев;Брянск-Льговский;1;2 322,00
03.04.2022;138;Мурманские Ворота;Котово;1;13 982,00
03.04.2022;138;Усть-Илимск;Вихоревка;1;14 446,00
03.04.2022;138;Боровичи;Котово;1;15 612,00
03.04.2022;138;Назарбек;Темиртау;1;17 901,78
03.04.2022;138;Сороковая;Речная;1;19 839,17
03.04.2022;122;Войновка;Заячья Горка;1;20 291,00
03.04.2022;138;Назарбек;Достык;1;20 828,82
03.04.2022;138;Джаббор Расулов;Темиртау;1;22 142,71
03.04.2022;138;Назарбек;Достык;1;22 429,01
03.04.2022;138;Мекензиевы Горы;Полтавская;1;24 272,00
03.04.2022;138;Краснокаменск;Лесная;1;25 476,00
03.04.2022;138;Худжанд;Достык;1;26 801,45
03.04.2022;138;Усинск;Койты;1;31 257,00
03.04.2022;138;Улаанбаатар-1;Чунояр;1;37 751,00
03.04.2022;150;Мекензиевы Горы;Шедок;1;38 513,00
03.04.2022;150;Мекензиевы Горы;Шедок;1;38 513,00
03.04.2022;150;Душанбе II;Жинишке;1;49 055,00
03.04.2022;138;Нижний Бестях;Игирма;1;51 566,00
03.04.2022;138;Нижний Бестях;Игирма;1;51 566,00
03.04.2022;138;Нижний Бестях;Игирма;1;51 566,00
03.04.2022;150;Алдан;Екатеринославка;1;53 401,00
03.04.2022;138;Севастополь-Товарный;Шедок;1;35 152,00
03.04.2022;138;Севастополь-Товарный;Шедок;1;35 152,00
03.04.2022;138;Севастополь-Товарный;Черкесск;1;34 086,00
03.04.2022;138;Севастополь-Товарный;Шедок;1;35 152,00
03.04.2022;138;Севастополь-Товарный;Шедок;1;35 152,00
03.04.2022;138;Мекензиевы Горы;Тоннельная;1;24 272,00
04.04.2022;138;Джанкой;Луковский;1;25 926,00
04.04.2022;138;Мекензиевы Горы;Гречишкино;1;29 631,00
04.04.2022;138;Мекензиевы Горы;Гречишкино;1;29 631,00
04.04.2022;138;Джанкой;Луковский;1;25 926,00
04.04.2022;138;Мурманск;Ваенга;1;1 691,00
04.04.2022;157,5;Сибай;Речная;1;17 821,00
04.04.2022;150;Джанкой;Шедок;1;36 301,00
04.04.2022;138;Новолипецк;Плавица;1;1 496,00
04.04.2022;138;Джанкой;Тоннельная;1;17 239,00
04.04.2022;138;Покровск-Приволжский;Пугачевск;1;7 686,00
04.04.2022;138;Рышково;Калуга I;1;13 621,00
04.04.2022;138;Стрела;Московка;1;1 815,00
04.04.2022;138;Маарду (эксп. через порт Мууга);Печоры-Псковские;1;79,00
04.04.2022;138;Маарду (эксп. через порт Мууга);Печоры-Псковские;1;79,00
04.04.2022;122;Серхетабат (эксп.);Мамлютка;1;69 949,07
04.04.2022;122;Серхетабат (эксп.);Петропавловск;1;69 427,24
04.04.2022;138;Братск;Братск;1;60,00
04.04.2022;138;Иркутск-Сортировочный;Кая;1;402,00
04.04.2022;150;Новокузнецк-Сортировочный;Новокузнецк-Восточный;1;402,00
04.04.2022;138;Гродеково (эксп. КЖД);Гродеково;1;704,00
04.04.2022;138;Гродеково (эксп. КЖД);Гродеково;1;704,00
04.04.2022;138;Биклянь;Тихоново;1;847,00
04.04.2022;138;Мурманск (эксп.);Ваенга;1;1 017,00
04.04.2022;138;Мурманск;Ваенга;1;1 691,00
04.04.2022;138;Подольск;Рудня;1;2 100,00
04.04.2022;138;Азов;Марцево;1;3 383,00
04.04.2022;138;Приволжье;Орехово-Зуево;1;4 145,00
04.04.2022;138;Кийзак;Черкасов Камень;1;5 625,00
04.04.2022;138;Лянгасово;Шарья;1;7 384,00
04.04.2022;138;Новокузнецк-Сортировочный;Кемерово-Сортировочное;1;7 726,00
04.04.2022;138;Алматы 2;Достык;1;8 291,81
04.04.2022;138;Динская;Шедок;1;8 703,00
04.04.2022;138;Маарду (эксп. через порт Мууга);Котово;1;15 961,00
04.04.2022;138;Маарду (эксп. через порт Мууга);Куженкино;1;15 961,00
04.04.2022;138;Маарду (эксп. через порт Мууга);Куженкино;1;15 961,00
04.04.2022;138;Маарду (эксп. через порт Мууга);Котово;1;15 961,00
04.04.2022;138;Алексеевка;Белгород;1;11 030,00
04.04.2022;138;Маарду (эксп. через порт Мууга);Котово;1;19 705,00
04.04.2022;138;Симферополь-Грузовой;Полтавская;1;12 048,00
04.04.2022;122;Котельнич II;Сейма;1;12 326,00
04.04.2022;138;Касторная-Новая;Кирсанов;1;12 556,00
04.04.2022;138;Илийская;Шипуново;1;13 014,19
04.04.2022;138;Низовка;Зуевка;1;13 621,00
04.04.2022;138;Тихорецкая;Ворсма;1;13 982,00
04.04.2022;150;Сергели;Жинишке;1;16 530,92
04.04.2022;138;Краснодар-Сортировочный;Котлубань;1;17 428,00
04.04.2022;138;Дербент;Черкесск;1;17 821,00
04.04.2022;138;Актогай;Алейская;1;18 273,52
04.04.2022;138;Джанкой;Полтавская;1;11 030,00
04.04.2022;138;Келес;Темиртау;1;19 241,95
04.04.2022;150;Мекензиевы Горы;Покровск-Приволжский;1;20 639,00
04.04.2022;138;Назарбек;Кокшетау II;1;21 249,81
04.04.2022;138;Каменская;Валуйки;1;21 482,00
04.04.2022;138;Шымкент;Косяковка;1;22 157,01
04.04.2022;138;Шымкент;Косяковка;1;22 157,01
04.04.2022;138;Рахимова;Жана-Есиль;1;22 747,43
04.04.2022;138;Усинск;Койты;1;25 318,00
04.04.2022;138;Мекензиевы Горы;Полтавская;1;27 067,00
04.04.2022;150;Какир;Жинишке;1;27 419,20
04.04.2022;138;Нижний Бестях;Киренга;1;32 962,00
04.04.2022;138;Улаанбаатар-1;Новобирюсинская;1;35 830,00
04.04.2022;138;Кызылсай;Карповская;1;36 155,06
04.04.2022;138;Низовка;Моршанск;1;36 780,00
04.04.2022;138;Мекензиевы Горы;Черкесск;1;36 882,00
04.04.2022;138;Мекензиевы Горы;Черкесск;1;36 882,00
04.04.2022;120;Мекензиевы Горы;Шедок;1;38 513,00
04.04.2022;138;Толгойт;Тыреть;1;40 439,00
04.04.2022;138;Улаанбаатар-1;Игирма;1;47 925,00
04.04.2022;122;Алдан;Белогорск II;1;50 088,00
04.04.2022;122;Термез-Порт (эксп.);Костанай;1;46 192,79
04.04.2022;122;Серхетабат (эксп.);Костанай;1;68 721,29
04.04.2022;122;Серхетабат (эксп.);Костанай;1;68 721,29
04.04.2022;122;Серхетабат (эксп.);Мамлютка;1;73 372,26
04.04.2022;138;Соломбалка (перев);Низовка;1;17 975,00
04.04.2022;138;Соломбалка (перев);Низовка;1;17 975,00
05.04.2022;138;Стойленская;Котел;1;1 502,00
05.04.2022;138;Белогорск II;Михайло-Чесноковская;1;2 052,00
05.04.2022;138;Маарду (эксп. через порт Мууга);Печоры-Псковские;1;79,00
05.04.2022;138;Уктус;Речная;1;10 719,00
05.04.2022;138;Владикавказ;Шедок;1;13 982,00
05.04.2022;138;Благовещенск;Белогорск II;1;1 954,00
05.04.2022;150;Новокузнецк-Северный;Кемерово-Сортировочное;1;7 726,00
05.04.2022;150;Бердяуш;Речная;1;402,00
05.04.2022;150;Гагарин;Полотняный Завод;1;5 652,00
05.04.2022;150;Иркутск-Сортировочный;Мальта;1;2 374,00
05.04.2022;138;Новый Порт (эксп.);Пустынька;1;2 308,00
05.04.2022;150;Вагонозавод;Бабушкино;1;2 304,00
05.04.2022;138;Сороковая;Речная;1;18 215,50
05.04.2022;138;Гуково;Валуйки;1;25 476,00
05.04.2022;138;Новый Порт (эксп.);Пустынька;1;2 308,00
05.04.2022;138;Ейск;Татьянка;1;17 821,00
05.04.2022;138;Мекензиевы Горы;Луковский;1;31 566,00
05.04.2022;138;Грозный;Луковский;1;11 426,00
05.04.2022;138;Маарду (эксп. через порт Мууга);Печоры-Псковские;1;79,00
05.04.2022;138;Маарду (эксп. через порт Мууга);Печоры-Псковские;1;98,00
05.04.2022;158;Гыпджак;Жинишке;1;45 190,87
05.04.2022;138;Човью;Койты;1;293,00
05.04.2022;150;Ташеба;Черногорские Копи;1;806,00
05.04.2022;138;Псков-Товарный;Печоры-Псковские;1;1 467,00
05.04.2022;138;Алексеевка;Валуйки;1;2 308,00
05.04.2022;138;Рыбинск-Товарный;Ярославль-Главный;1;2 374,00
05.04.2022;138;Лесок;Орехово-Зуево;1;3 264,00
05.04.2022;138;Уссурийск;Кнорринг;1;3 481,00
05.04.2022;138;Благовещенск;Белогорск II;1;3 481,00
05.04.2022;138;Дема;Косяковка;1;4 105,00
05.04.2022;150;Павлодар-Южный;Табуны;1;4 666,05
05.04.2022;150;Болотная;Ижморская;1;5 292,00
05.04.2022;150;Махамбет;Жинишке;1;5 516,68
05.04.2022;138;Осенцы;Углеуральская;1;5 652,00
05.04.2022;138;Черниковка;Речная;1;5 764,00
05.04.2022;138;Бурундай;Достык;1;7 627,82
05.04.2022;138;Бурундай;Достык;1;7 627,82
05.04.2022;122;Курган;Петропавловск;1;7 907,00
05.04.2022;138;Бурундай;Достык;1;8 293,70
05.04.2022;150;Тула I-Курская;Брянск-Льговский;1;9 074,00
05.04.2022;158;Дербышки;Ижевск;1;12 979,00
05.04.2022;138;Симферополь-Грузовой;Усть-Лабинская;1;13 943,00
05.04.2022;138;Усть-Илимск;Вихоревка;1;14 446,00
05.04.2022;138;Симферополь-Грузовой;Усть-Лабинская;1;13 943,00
05.04.2022;138;Вихоревка;Киренга;1;16 740,00
05.04.2022;138;Хабаровск I;Арга;1;16 827,00
05.04.2022;138;Рахимова;Достык;1;18 718,38
05.04.2022;138;Симферополь-Грузовой;Шедок;1;19 546,00
05.04.2022;138;Алматы 2;Топчиха;1;19 912,60
05.04.2022;138;Назарбек;Макат;1;20 533,88
05.04.2022;138;Келес;Жана-Есиль;1;20 632,14
05.04.2022;138;Каменская;Валуйки;1;21 482,00
05.04.2022;150;Усинск;Койты;1;21 619,00
05.04.2022;158;Уральск;Татьянка;1;21 805,05
05.04.2022;138;Шымкент;Косяковка;1;22 406,82
05.04.2022;150;Худжанд;Жинишке;1;24 845,80
05.04.2022;138;Шолпан;Речная;1;25 239,88
05.04.2022;138;Бекабад;Макат;1;25 342,12
05.04.2022;138;Архангельск-Город;Койты;1;26 051,00
05.04.2022;138;Улак (рзд);Екатеринославка;1;27 199,00
05.04.2022;138;Успенская;Карповская;1;28 306,00
05.04.2022;138;Аламедин;Риддер;1;31 247,52
05.04.2022;138;Мекензиевы Горы;Шедок;1;38 513,00
05.04.2022;138;Улак (рзд);Екатеринославка;1;46 746,00
05.04.2022;138;Улаанбаатар-1;Киренга;1;51 901,00
05.04.2022;138;Рустави;Тбилиси-Товарная;1;21 454,22
06.04.2022;138;Анисовка;Смышляевка;1;13 240,00
06.04.2022;138;Котел;Котел;1;102,00
06.04.2022;138;Нур-Султан 1;Речная;1;17 110,53
06.04.2022;138;Усинск;Койты;1;25 318,00
06.04.2022;138;Благовещенск;Михайло-Чесноковская;1;5 292,00
06.04.2022;138;Мурманск;Сегежа;1;20 664,00
06.04.2022;150;Актобе II;Никель;1;4 677,15
06.04.2022;150;Гродеково (эксп. КЖД);Гродеково;1;704,00
06.04.2022;150;Никель;Речная;1;19 798,00
06.04.2022;150;Никель;Речная;1;19 798,00
06.04.2022;150;Никель;Речная;1;19 798,00
06.04.2022;158;Сороковая;Речная;1;26 812,39
06.04.2022;138;Присады;Думчино;1;4 951,00
06.04.2022;122;Мамлютка;Курган;1;7 684,32
06.04.2022;138;Нур-Султан 1;Речная;1;27 137,68
06.04.2022;138;Сылва;Заячья Горка;1;8 820,00
06.04.2022;138;Лечебный;Аргаяш;1;5 878,00
06.04.2022;138;Караганозек;Речная;1;18 951,67
06.04.2022;138;Клещиха;Асино;1;8 595,00
06.04.2022;138;Шершни;Речная;1;6 669,00
06.04.2022;138;Симферополь-Грузовой;Тоннельная;1;11 426,00
06.04.2022;138;Бурундай;Достык;1;7 722,00
06.04.2022;138;Егорьевск I;Щелково;1;6 531,00
06.04.2022;138;Аппаратная;Екатеринбург-Сортировочный;1;293,00
06.04.2022;138;Нефтяная;Пугачевск;1;7 907,00
06.04.2022;138;Челябинск-Южный;Речная;1;6 669,00
06.04.2022;138;Томск II;Копылово;1;356,00
06.04.2022;138;Маарду (эксп. через порт Мууга);Печоры-Псковские;1;79,00
06.04.2022;138;Новосибирск-Восточный;Новосибирск-Южный;1;356,00
06.04.2022;150;Гродеково (эксп. КЖД);Гродеково;1;704,00
06.04.2022;138;Гродеково (эксп. КЖД);Гродеково;1;704,00
06.04.2022;138;Батайск;Ростов-Товарный;1;806,00
06.04.2022;138;Новосибирск-Западный;Инская;1;885,00
06.04.2022;150;Искитим;Новосибирск-Южный;1;2 300,00
06.04.2022;138;Нур-Султан 1;Риддер;1;2 466,06
06.04.2022;138;Апшерон;Хырдалан;1;2 482,06
06.04.2022;138;Апшерон;Хырдалан;1;2 482,06
06.04.2022;158;Благовещенск;Белогорск;1;3 481,00
06.04.2022;138;Муром I;Арзамас II;1;4 105,00
06.04.2022;138;Алматы 1;Шу;1;4 254,22
06.04.2022;138;Новокузнецк-Сортировочный;Топки;1;4 439,00
06.04.2022;138;Переславль;Вологда II;1;12 447,00
06.04.2022;138;Жана-Семей;Шипуново;1;6 255,32
06.04.2022;138;Суходрев;Брянск-Льговский;1;6 669,00
06.04.2022;138;Суходрев;Брянск-Орловский;1;6 669,00
06.04.2022;138;Киров-Котласский;Шарья;1;6 994,00
06.04.2022;138;Дзержинская-Новая;Балтийский Лес;1;961,00
06.04.2022;138;Уршак (рзд);Бугульма;1;7 686,00
06.04.2022;138;Нижнеувельская;Речная;1;7 686,00
06.04.2022;138;Бурундай;Достык;1;7 722,00
06.04.2022;122;Курган;Петропавловск;1;7 907,00
06.04.2022;122;Курган;Петропавловск;1;7 907,00
06.04.2022;122;Курган;Петропавловск;1;7 907,00
06.04.2022;122;Курган;Петропавловск;1;7 907,00
06.04.2022;122;Курган;Петропавловск;1;7 907,00
06.04.2022;150;Жана-Семей;Шипуново;1;8 034,44
06.04.2022;150;Жана-Семей;Шипуново;1;8 034,44
06.04.2022;138;Вахитово;Ворсма;1;8 075,00
06.04.2022;138;Колодищи;Свислочь (эксп.);1;8 330,03
06.04.2022;138;Стальная;Мураши;1;8 377,00
06.04.2022;138;Стальная;Мураши;1;8 377,00
06.04.2022;138;Новоблаговещенка;Алтайская;1;8 430,00
06.04.2022;122;Караганда-Сортировочная;Костанай;1;7 952,49
06.04.2022;122;Заневский Пост;Печоры-Псковские;1;9 563,00
06.04.2022;138;Нижнеувельская;Шадринск;1;9 563,00
06.04.2022;138;Нижнеувельская;Шадринск;1;9 563,00
06.04.2022;138;Грозный;Черкесск;1;11 426,00
06.04.2022;138;Анисовка;Карповская;1;12 556,00
06.04.2022;138;Анисовка;Татьянка;1;13 240,00
06.04.2022;138;Анисовка;Смышляевка;1;13 240,00
06.04.2022;150;Улаанбаатар-1;Селенга;1;14 073,00
06.04.2022;138;Краснокамск;Егоршино;1;14 446,00
06.04.2022;122;Риддер;Петропавловск;1;13 803,47
06.04.2022;138;Сороковая;Речная;1;17 228,21
06.04.2022;138;Сороковая;Речная;1;17 228,21
06.04.2022;138;Симферополь-Грузовой;Заречная;1;17 816,00
06.04.2022;150;Заневский Пост;Шарья;1;17 916,00
06.04.2022;138;Джанкой;Полтавская;1;17 239,00
06.04.2022;138;Актогай;Алейская;1;18 413,40
06.04.2022;150;Ташкент;Жинишке;1;18 809,86
06.04.2022;138;Караганозек;Речная;1;18 951,67
06.04.2022;138;Жилаево;Косяковка;1;19 844,43
06.04.2022;150;Караганда-Сортировочная;Речная;1;20 762,85
06.04.2022;138;Чита I;Тыреть;1;20 875,00
06.04.2022;138;Узень;Косяковка;1;21 263,75
06.04.2022;138;Худжанд;Темиртау;1;22 576,50
06.04.2022;138;Алматы 1;Алейская;1;23 909,53
06.04.2022;138;Келес;Предгорная;1;24 073,82
06.04.2022;138;Усинск;Койты;1;25 318,00
06.04.2022;138;Усинск;Койты;1;25 318,00
06.04.2022;138;Таксимо;Киренга;1;25 476,00
06.04.2022;138;Нур-Султан 1;Речная;1;26 663,53
06.04.2022;138;Заневский Пост;Моршанск;1;36 780,00
06.04.2022;140;Анисовка;Челябинск-Южный;1;36 780,00
06.04.2022;138;Обская;Межег;1;49 981,00
06.04.2022;138;Нижний Бестях;Игирма;1;51 566,00
06.04.2022;122;Термез-Порт (эксп.);Мамлютка;1;46 556,20
06.04.2022;122;Галаба (эксп.);Костанай;1;46 683,79
06.04.2022;138;Дзержинская-Новая;Гатово;1;7 097,80
06.04.2022;150;Мары;Жинишке;1;13 647,98
06.04.2022;138;Серхетабат (эксп.);Жинишке;1;71 921,00
06.04.2022;138;Улаанбаатар-1;Чунояр;1;37 751,00
07.04.2022;138;Алтайская;Новокузнецк-Сортировочный;1;8 430,00
07.04.2022;138;Усинск;Койты;1;25 318,00
07.04.2022;138;Буйнакск;Котлубань;1;18 835,00
07.04.2022;138;Михайловский Рудник;Рышково;1;5 292,00
07.04.2022;138;Нижнеувельская;Речная;1;7 686,00
07.04.2022;138;Богданович;Подволошная;1;4 615,00
07.04.2022;138;Дема;Речная;1;8 430,00
07.04.2022;138;Красноперекопск;Тихонький (обп);1;17 025,00
