Дата отправления;Объем кузова;Станция отправления;Станция назначения;Наименование груза;Станция отправления код;Станция назн. код;Ставка с Заказчиком б/ндс, руб;Отправки УТК, в/о;Длительность
29.10.2022;150;Березовский-Восточный;Алексеевка;Зерно бобов;95440;58140;25000,00;1;
29.10.2022;138;Березовский-Восточный;Алексеевка;Зерно бобов;95440;58140;25000,00;1;
30.10.2022;150;Березовский-Восточный;Алексеевка;Зерно бобов;95440;58140;25000,00;1;
30.10.2022;138;Благовещенск;Алексеевка;Зерно бобов;95470;58140;25000,00;1;
30.10.2022;138;Находка;Чаис;Изделия кислотоупорные и огнеупорные, не поименованные в алфавите;98450;64190;33333,33;1;
30.10.2022;157,2;Находка;Латышская;Глина фарфоровая (каолин);98450;18340;33333,33;1;
30.10.2022;138;Находка;Латышская;Глина фарфоровая (каолин);98450;18340;33333,33;1;
28.10.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;08220;77272,17;1;
28.10.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;08220;77272,17;1;
31.10.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
31.10.2022;138;Арзамас II;Егорьевск I;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;24420;23340;39943,20;1;
31.10.2022;138;Шедок;Адлер;Материалы строительные, кроме железобетонных, не поименованные в алфавите;53590;53280;43500,00;1;
31.10.2022;138;Астара (эксп.);Дербент;Плиты и плитки метлахские;55450;54450;18076,02;1;
31.10.2022;150;Гатово;Кутузово-Новое;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10430;92000,00;1;
31.10.2022;138;Шедок;Грозный;Плиты и плитки гипсовые;53590;54000;54000,00;1;
31.10.2022;138;Шедок;Грозный;Плиты и плитки гипсовые;53590;54000;54000,00;1;
31.10.2022;138;Шедок;Грозный;Плиты и плитки гипсовые;53590;54000;54000,00;1;
31.10.2022;138;Макат;Татьянка;Концентрат минеральный "Галит";66110;61200;35000,00;1;
31.10.2022;138;Речная;Стальная;Изделия магнезитовые;80670;27460;95103,84;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;94500,00;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;94500,00;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;94500,00;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;94500,00;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;94500,00;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;94500,00;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;94500,00;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;94500,00;1;
31.10.2022;138;Белореченская;Ширван;Аммофос;53460;55270;104700,00;1;
31.10.2022;138;Залари;Чита I;Материалы строительные, кроме железобетонных, не поименованные в алфавите;93040;94000;79000,00;1;
28.10.2022;138;Хырдалан;Тимашевская;Соль поваренная "Экстра";54670;51620;20000,00;1;
31.10.2022;138;Межег;Санкт-Петербург-Балтийский (эксп.);Фанера клееная;28200;03530;70000,00;1;
31.10.2022;150;Мууга (эксп.);Старый Оскол;Какао в бобах (сырье);08190;43850;60253,40;1;
31.10.2022;138;Речная;Крупенниково;Изделия магнезитовые;80670;58190;104719,30;1;
31.10.2022;150;Шакша;Клещиха;Плиты древесностружечные;65530;85020;83333,33;1;
31.10.2022;138;Рышково;Томицы;Мука пшеничная, не поименованная в алфавите;20810;01030;67500,00;1;
31.10.2022;138;Ворсма;Дзержинская-Новая;Плиты и плитки гипсовые;26920;10250;99858,00;1;
31.10.2022;157,5;Ворсма;Дзержинская-Новая;Плиты и плитки гипсовые;26920;10250;99858,00;1;
31.10.2022;138;Смышляевка;Адлер;Плитки керамические, не поименованные в алфавите;65760;53280;83333,33;1;
31.10.2022;138;Еманжелинск;Мальчики;Мрамор молотый;80460;19440;51666,67;1;
31.10.2022;138;Речная;Стойленская;Изделия магнезитовые;80670;43840;108045,56;1;
31.10.2022;150;Речная;Михеевичи;Изделия магнезитовые;80670;15950;139281,25;1;
31.10.2022;138;Речная;Новый Порт;Изделия магнезитовые;80670;03580;106805,86;1;
31.10.2022;150;Безенчук;Чемской;Масло подсолнечное;63850;85030;88000,00;1;
17.10.2022;150;Шакша;Джаббор Расулов;Плиты древесностружечные;65530;74770;160000,00;1;
31.10.2022;138;Шипуново;Балезино;Крупа гречневая (ядрица);84410;27580;62000,00;1;
31.10.2022;138;Усть-Лабинская;Красноселка;Жмыхи, содержащие более 1.5 % масла и не более 11 % влаги;52580;80440;62500,00;1;
31.10.2022;138;Гудаута;Армянск;Вагон для проводников;57410;86980;75000,00;1;
31.10.2022;138;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
31.10.2022;158;Барнаул;Рахимова;Плиты древесностружечные;84010;72370;130000,00;1;
31.10.2022;138;Татарская;Тальцы;Пшеница;83300;93760;87500,00;1;
31.10.2022;138;Черкесск;Кольцово;Воды минеральные, натуральные и искусственные;53100;79430;41250,00;1;
31.10.2022;138;Петропавловск;Термез-Порт (эксп.);Мука пшеничная 1 сорта;82000;73520;140000,00;1;
31.10.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;105000,00;1;
31.10.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;105000,00;1;
31.10.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;105000,00;1;
31.10.2022;122;Петропавловск;Галаба (эксп.);Пшеница;82000;73640;105000,00;1;
31.10.2022;122;Мамлютка;Термез-Порт (эксп.);Мука пшеничная 1 сорта;82620;73520;105000,00;1;
31.10.2022;122;Мамлютка;Термез-Порт (эксп.);Мука пшеничная 1 сорта;82620;73520;105000,00;1;
31.10.2022;122;Костанай;Галаба (эксп.);Мука пшеничная 1 сорта;68400;73640;105000,00;1;
31.10.2022;122;Костанай;Галаба (эксп.);Мука пшеничная, не поименованная в алфавите;68400;73640;105000,00;1;
31.10.2022;122;Костанай;Галаба (эксп.);Мука пшеничная, не поименованная в алфавите;68400;73640;105000,00;1;
31.10.2022;138;Костанай;Галаба (эксп.);Мука пшеничная, не поименованная в алфавите;68400;73640;125000,00;1;
31.10.2022;122;Костанай;Галаба (эксп.);Пшеница;68400;73640;105000,00;1;
31.10.2022;122;Костанай;Галаба (эксп.);Пшеница;68400;73640;105000,00;1;
31.10.2022;138;Татарская;Правый Берег;Ячмень;83300;61650;71666,67;1;
31.10.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
31.10.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
31.10.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
31.10.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
31.10.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
31.10.2022;138;Кая;Богданович;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;79320;35000,00;1;
31.10.2022;157,2;Теплый Стан;Аламедин;Фанера клееная;64030;71690;150000,00;1;
31.10.2022;150;Медеу;Волжский;Бумага, не поименованная в алфавите;70020;61040;48000,00;1;
31.10.2022;150;Батайск;Екибастуз II;Сборная повагонная отправка;51000;69470;75000,00;1;
31.10.2022;138;Речная;Китой-Комбинатская;Изделия магнезитовые;80670;93210;132879,19;1;
31.10.2022;138;Обнинское;Уртааул;Масло автомобильное;18370;72380;140000,00;1;
31.10.2022;122;Петропавловск;Серхетабат (эксп.);Мука пшеничная 1 сорта;82000;75620;140000,00;1;
31.10.2022;114;Петропавловск;Серхетабат (эксп.);Мука пшеничная 1 сорта;82000;75620;140000,00;1;
31.10.2022;122;Петропавловск;Серхетабат (эксп.);Пшеница;82000;75620;140000,00;1;
31.10.2022;122;Петропавловск;Серхетабат (эксп.);Мука пшеничная 1 сорта;82000;75620;140000,00;1;
31.10.2022;122;Мамлютка;Серхетабат (эксп.);Пшеница;82620;75620;140000,00;1;
31.10.2022;122;Мамлютка;Серхетабат (эксп.);Пшеница;82620;75620;140000,00;1;
31.10.2022;122;Мамлютка;Серхетабат (эксп.);Пшеница;82620;75620;140000,00;1;
31.10.2022;122;Мамлютка;Серхетабат (эксп.);Мука пшеничная 1 сорта;82620;75620;140000,00;1;
31.10.2022;122;Мамлютка;Серхетабат (эксп.);Мука пшеничная 1 сорта;82620;75620;140000,00;1;
31.10.2022;122;Мамлютка;Серхетабат (эксп.);Мука пшеничная 1 сорта;82620;75620;140000,00;1;
31.10.2022;122;Мамлютка;Серхетабат (эксп.);Мука пшеничная 1 сорта;82620;75620;140000,00;1;
31.10.2022;161;Локомотивстрой;Бишкек I;Сахар-песок;51330;71660;112000,00;1;
31.10.2022;138;Игоревская;Келес;Плиты древесностружечные;17300;72010;130000,00;1;
31.10.2022;138;Игоревская;Назарбек;Плиты древесностружечные;17300;72220;130000,00;1;
27.10.2022;138;Астара (эксп.);Шушары;Бария карбонат (барий углекислый);55450;03300;27114,03;1;
31.10.2022;138;Заднепровская;Шымкент;Плиты древесностружечные;15780;69860;140000,00;1;
31.10.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
31.10.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
31.10.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
31.10.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
31.10.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
31.10.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
31.10.2022;138;Жана-Есиль;Брест-Северный;Пшеница;68570;13010;90380,10;1;
31.10.2022;138;Залари;Угольная;Материалы строительные, кроме железобетонных, не поименованные в алфавите;93040;98210;124000,00;1;
31.10.2022;138;Ижоры;Красноярск-Северный;Солод в зерне;03080;89010;123333,33;1;
31.10.2022;138;Драугисте (порт, эксп.);Хамза;Соли сернокислые (сульфаты), не поименованные в алфавите;10610;72250;160000,00;1;
31.10.2022;138;Пустынька;Рыбачье;Кирпич строительный, не поименованный в алфавите;03210;71770;145000,00;1;
31.10.2022;138;Пустынька;Рыбачье;Кирпич строительный, не поименованный в алфавите;03210;71770;145000,00;1;
31.10.2022;138;Кая;Койты;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;28410;35253,33;1;
31.10.2022;138;Кая;Койты;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;28410;35253,33;1;
31.10.2022;138;Кая;Койты;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;28410;35253,33;1;
31.10.2022;150;Спасск-Дальний;Алматы 1;Пиломатериалы, не поименованные в алфавите;97430;70000;55000,00;1;
01.11.2022;138;Шедок;Адлер;Материалы строительные, кроме железобетонных, не поименованные в алфавите;53590;53280;44500,00;1;
01.11.2022;158;Гатово;Дзержинская-Новая;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10250;92000,00;1;
31.10.2022;175;Гатово;Кутузово-Новое;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10430;92000,00;1;
27.10.2022;138;Свислочь (эксп.);Смоленск;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;13570;17010;96405,44;1;
01.11.2022;138;Хырдалан;Тимашевская;Соль пищевая молотая;54670;51620;20000,00;1;
01.11.2022;138;Ворсма;Колпино;Плиты и плитки гипсовые;26920;03160;70488,00;1;
01.11.2022;138;Татьянка;Актобе II;Средства для отбеливания, подсинивания и аппретирования;61200;68960;70000,00;1;
01.11.2022;138;Хырдалан;Успенская;Соль пищевая молотая;54670;51090;20000,00;1;
01.11.2022;138;Старый Оскол;Калининград-Сортировочный;Мука пшеничная 1 сорта;43850;10000;140000,00;1;
01.11.2022;157,5;Советский;Советск;Картон технический разного назначения;02050;10480;137500,00;1;
01.11.2022;150;Советский;Советск;Картон технический разного назначения;02050;10480;137500,00;1;
01.11.2022;158;Светлогорск-на-Березине;Сегежа;Целлюлоза сульфатная беленая;15420;01180;85000,00;1;
01.11.2022;138;Речная;Павлодар-Порт;Изделия магнезитовые;80670;69640;155031,25;1;
01.11.2022;150;Бокино;Кутузово-Новое;Плиты минераловатные, не поименованные в алфавите;60150;10430;137500,00;1;
01.11.2022;138;Гирсово;Каменская;Вагон для проводников;27140;58720;41400,00;1;
01.11.2022;138;Еманжелинск;Щурово;Мрамор молотый;80460;23410;51666,67;1;
01.11.2022;150;Шакша;Клещиха;Плиты древесностружечные;65530;85020;83333,33;1;
01.11.2022;138;Мальта;Алтайская;Соль поваренная "Экстра";93170;84000;35253,33;1;
01.11.2022;138;Лесосибирск;Караганды;Плиты древесноволокнистые;88250;67390;90000,00;1;
01.11.2022;138;Несветай;Шершни;Ферросплавы, не поименованные в алфавите;51230;80020;50000,00;1;
01.11.2022;150;Речная;Михеевичи;Изделия магнезитовые;80670;15950;139281,25;1;
01.11.2022;138;Арал Тенизи;Белгород;Концентрат минеральный "Галит";67030;43450;25000,00;1;
01.11.2022;158;Речная;Жлобин;Составы огнеупорные всякие;80670;15500;139281,25;1;
01.11.2022;161;Маарду (эксп. через порт Мууга);Уральск;Сборная повагонная отправка;08220;66560;90380,10;1;
01.11.2022;150;Маарду (эксп. через порт Мууга);Уральск;Сборная повагонная отправка;08220;66560;90380,10;1;
01.11.2022;138;Деревянковка;Шершни;Сахар-песок;51590;80020;47687,99;1;
01.11.2022;150;Кубанская;Заневский Пост;Сахар-песок;52980;03690;51383,00;1;
01.11.2022;138;Барнаул;Келес;Горох дробленый, лущеный;84010;72010;130000,00;1;
01.11.2022;150;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
01.11.2022;138;Барнаул;Рахимова;Плиты древесностружечные;84010;72370;130000,00;1;
01.11.2022;138;Тимашевская;Челябинск-Грузовой;Сахар-песок;51620;80010;48866,43;1;
01.11.2022;150;Безенчук;Какир;Масло подсолнечное;63850;74220;154000,00;1;
01.11.2022;138;Плавица;Омск-Северный;Сахар-песок;59790;83140;90000,00;1;
01.11.2022;138;Барнаул;Какир;Плиты древесностружечные;84010;74220;135000,00;1;
01.11.2022;138;Ельшанка;Душанбе II;Мука пшеничная 1 сорта;61150;74530;170000,00;1;
01.11.2022;138;Ельшанка;Душанбе II;Мука пшеничная 1 сорта;61150;74530;157000,00;1;
01.11.2022;161;Ельшанка;Душанбе II;Мука пшеничная высшего сорта;61150;74530;157000,00;1;
01.11.2022;138;Ельшанка;Душанбе II;Мука пшеничная 1 сорта;61150;74530;157000,00;1;
01.11.2022;122;Костанай;Галаба (эксп.);Мука пшеничная, не поименованная в алфавите;68400;73640;125000,00;1;
01.11.2022;122;Костанай;Галаба (эксп.);Мука пшеничная, не поименованная в алфавите;68400;73640;125000,00;1;
01.11.2022;138;Арал Тенизи;Санкт-Петербург-Тов.-Московский;Концентрат минеральный "Галит";67030;03180;45000,00;1;
01.11.2022;150;Татьянка;Рыбачье;Натрия гидроксид (едкий натр, сода каустическая) твердый;61200;71770;140000,00;1;
01.11.2022;138;Тимашевская;Омск-Северный;Сахар-песок;51620;83140;60812,50;1;
01.11.2022;138;Ульяновск III;Серхетабат (эксп.);Мука пшеничная высшего сорта;64510;75620;170000,00;1;
01.11.2022;138;Минск-Южный;Сороковая;Плитки керамические, не поименованные в алфавите;14050;69020;120000,00;1;
01.11.2022;150;Зоринский;Базаиха;Масло подсолнечное;62370;89210;110000,00;1;
01.11.2022;150;Зоринский;Базаиха;Масло подсолнечное;62370;89210;110000,00;1;
01.11.2022;138;Игоревская;Келес;Плиты древесностружечные;17300;72010;130000,00;1;
01.11.2022;138;Рудня;Чукурсай;Консервы овощные;17190;72000;130000,00;1;
01.11.2022;138;Залари;Комсомольск-на-Амуре;Материалы строительные, кроме железобетонных, не поименованные в алфавите;93040;96010;138000,00;1;
01.11.2022;138;Бердск;Заречная;Зерно гороха;85310;51070;100000,00;1;
01.11.2022;157,2;Рыжковичи;Сергели;Бумага, не поименованная в алфавите;15670;72350;170000,00;1;
01.11.2022;138;Новобирюсинская;Назарбек;Пиломатериалы, не поименованные в алфавите;89510;72220;115000,00;1;
01.11.2022;138;Новобирюсинская;Назарбек;Пиломатериалы, не поименованные в алфавите;89510;72220;115000,00;1;
01.11.2022;138;Новобирюсинская;Назарбек;Пиломатериалы, не поименованные в алфавите;89510;72220;115000,00;1;
31.10.2022;138;Ивацевичи;Назарбек;Плиты древесностружечные;13420;72220;150000,00;1;
31.10.2022;138;Ивацевичи;Назарбек;Плиты древесностружечные;13420;72220;150000,00;1;
01.11.2022;138;Достык;Крейда;Метионин кормовой;70840;43590;50000,00;1;
01.11.2022;150;Новокузнецк-Восточный;Благовещенск;Мука пшеничная, не поименованная в алфавите;86020;95470;122500,00;1;
01.11.2022;138;Боржоми;Сеятель;Воды минеральные, натуральные и искусственные;57760;85330;45000,00;1;
01.11.2022;138;Боржоми;Сеятель;Воды минеральные, натуральные и искусственные;57760;85330;45000,00;1;
01.11.2022;138;Воронеж-Курский;Мальта;Премиксы;59640;93170;120833,33;1;
01.11.2022;138;Орехово-Зуево;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23000;93710;150000,00;1;
01.11.2022;150;Орехово-Зуево;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23000;93710;160000,00;1;
01.11.2022;138;Орехово-Зуево;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23000;93710;150000,00;1;
01.11.2022;138;Тихоокеанская;Кольцово;Глина кислотоупорная и огнеупорная, не поименованная в алфавите;98420;79430;25000,00;1;
02.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
02.11.2022;138;Арзамас II;Егорьевск I;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;24420;23340;39943,20;1;
02.11.2022;138;Обловка;Трофимовский II;Сахар-песок;60200;62020;50000,00;1;
02.11.2022;150;Маарду;Шушары;Кофе натуральный;08210;03300;60253,40;1;
02.11.2022;161;Гатово;Кутузово-Новое;Листы гипсокартонные;14510;10430;96000,00;1;
02.11.2022;138;Речная;Магнитогорск-Грузовой;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;81760;86460,14;1;
02.11.2022;138;Речная;Магнитогорск-Грузовой;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;81760;86460,14;1;
02.11.2022;150;Батайск;Симферополь;Сборная повагонная отправка;51000;85690;91666,67;1;
02.11.2022;138;Батайск;Симферополь;Сборная повагонная отправка;51000;85690;83333,33;1;
02.11.2022;138;Телегино;Азов;Сахар-песок;59330;51080;80416,67;1;
02.11.2022;138;Телегино;Азов;Сахар-песок;59330;51080;80416,67;1;
02.11.2022;150;Мууга;Селятино;Орехи, не поименованные в алфавите;08180;18110;48202,72;1;
02.11.2022;161;Мууга;Селятино;Орехи, не поименованные в алфавите;08180;18110;48202,72;1;
02.11.2022;138;Темиртау;Магнитогорск-Грузовой;Кальция карбид;67430;81760;40000,00;1;
02.11.2022;138;Карповская;Симферополь;Мука пшеничная высшего сорта;61590;85690;133333,33;1;
02.11.2022;138;Полевской;Арзамас II;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;78130;24420;40333,33;1;
02.11.2022;138;Шамхал;Симферополь-Грузовой;Плитки керамические, не поименованные в алфавите;54300;85680;77500,00;1;
02.11.2022;138;Алексеевка;Севастополь-Товарный;Масло подсолнечное;58140;85830;112500,00;1;
02.11.2022;138;Светлогорск-на-Березине;Сегежа;Целлюлоза сульфатная беленая;15420;01180;85000,00;1;
02.11.2022;138;Речная;Павлодар-Порт;Изделия магнезитовые;80670;69640;155031,25;1;
02.11.2022;138;Речная;Павлодар-Порт;Изделия магнезитовые;80670;69640;155031,25;1;
02.11.2022;138;Магнитогорск-Грузовой;Подольск;Жесть всякая;81760;19090;54050,00;1;
02.11.2022;150;Речная;Россошь;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;58510;106382,43;1;
02.11.2022;138;Полтавская;Вологда II;Рис (крупа);52220;30030;50000,00;1;
02.11.2022;138;Биклянь;Уза;Сера;64820;15530;72000,00;1;
02.11.2022;150;Речная;Балхаш I;Изделия магнезитовые;80670;67750;149781,25;1;
02.11.2022;138;Магнитогорск-Грузовой;Лобня;Жесть всякая;81760;23790;50600,00;1;
02.11.2022;138;Острогожск;Сыктывкар;Солод в зерне;58170;28390;85333,33;1;
02.11.2022;122;Костанай;Тюлькубас;Отруби пшеничные;68400;69970;50000,00;1;
02.11.2022;138;Косяковка;Таганрог (эксп.);Гидрокарбонат натрия (сода питьевая, сода двууглекислая);65260;51160;100000,00;1;
02.11.2022;138;Соликамск II;Вайвара;Неорганические соединения прочие, не поименованные в алфавите;76950;08360;130000,00;1;
02.11.2022;150;Магнитогорск-Грузовой;Локомотивстрой;Изделия шамотные, не поименованные в алфавите;81760;51330;72500,00;1;
02.11.2022;138;Достык (эксп.);Базаиха;Паста и пюре томатные;70850;89210;80000,00;1;
02.11.2022;138;Арзамас II;Симферополь-Грузовой;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;24420;85680;112500,00;1;
02.11.2022;138;Шемонаиха;Аблык;Семена подсолнечника;71210;72270;120000,00;1;
02.11.2022;150;Армавир-Туапсинский;Нукус;Масло подсолнечное;53030;73900;130000,00;1;
02.11.2022;138;Керамик;Базаиха;Сборная повагонная отправка;78100;89210;95000,00;1;
02.11.2022;138;Арал Тенизи;Храпуново;Концентрат минеральный "Галит";67030;23070;25000,00;1;
02.11.2022;138;Рубцовск;Черный Мыс;Мука пшеничная высшего сорта;84340;79740;90000,00;1;
02.11.2022;138;Речная;Соломбалка (перев);Изделия кислотоупорные и огнеупорные, не поименованные в алфавите;80670;29200;111733,19;1;
02.11.2022;138;Шарья;Нур-Султан 1;Плиты древесностружечные;30750;69000;97000,00;1;
02.11.2022;138;Еманжелинск;Гатчина-Товарная-Балтийская;Мрамор молотый;80460;03400;68750,00;1;
02.11.2022;138;Мальта;Стрела;Соль поваренная "Экстра";93170;83450;35253,33;1;
02.11.2022;138;Достык (эксп.);Челябинск-Главный;Паста и пюре томатные;70850;80000;40000,00;1;
02.11.2022;138;Костанай;Раустан;Мука пшеничная, не поименованная в алфавите;68400;74100;125000,00;1;
02.11.2022;150;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
02.11.2022;150;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
02.11.2022;158;Барнаул;Рахимова;Плиты древесностружечные;84010;72370;130000,00;1;
02.11.2022;138;Отрадо-Кубанская;Арамиль;Зерно кукурузы;52970;79440;58333,33;1;
02.11.2022;138;Горячий Ключ;Нижнеувельская;Рис (крупа);52420;80410;41666,67;1;
02.11.2022;138;Горячий Ключ;Нижнеувельская;Рис (крупа);52420;80410;41666,67;1;
02.11.2022;158;Шакша;Медеу;Плиты древесностружечные;65530;70020;120000,00;1;
02.11.2022;138;Брест-Северный;Актобе II;Вина виноградные;13010;68960;110000,00;1;
02.11.2022;138;Армавир-Туапсинский;Лечебный;Жмыхи, содержащие более 1.5 % масла и не более 11 % влаги;53030;79420;58333,33;1;
02.11.2022;138;Татарская;Тальцы;Пшеница;83300;93760;87500,00;1;
02.11.2022;138;Костанай;Термез-Порт (эксп.);Мука пшеничная, не поименованная в алфавите;68400;73520;150000,00;1;
02.11.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
02.11.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
02.11.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
02.11.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
02.11.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
02.11.2022;138;Плес;Серхетабат (эксп.);Пшеница;62710;75620;150000,00;1;
02.11.2022;138;Достык (эксп.);Анисовка;Паста и пюре томатные;70850;62550;55000,00;1;
02.11.2022;150;Балабаново;Рахимова;Плиты древесностружечные;18360;72370;135000,00;1;
02.11.2022;138;Достык (эксп.);Зоринский;Паста и пюре томатные;70850;62370;55000,00;1;
02.11.2022;138;Сарахс (эксп.);Сороковая;Плитка керамическая;75690;69020;20000,00;1;
02.11.2022;138;Сарахс (эксп.);Сороковая;Плитка керамическая;75690;69020;20000,00;1;
02.11.2022;122;Костанай;Серхетабат (эксп.);Мука пшеничная 1 сорта;68400;75620;160000,00;1;
02.11.2022;138;Заднепровская;Шымкент;Плиты древесностружечные;15780;69860;140000,00;1;
02.11.2022;138;Елань-Камышинская;Минусинск;Сыворотка молочная сухая;60680;88830;104166,67;1;
02.11.2022;138;Елань-Камышинская;Минусинск;Сыворотка молочная сухая;60680;88830;104166,67;1;
02.11.2022;158;Ивацевичи;Майкудык;Плиты древесностружечные;13420;67380;130000,00;1;
02.11.2022;138;Топки;Заречная;Зерно гороха;87110;51070;115000,00;1;
02.11.2022;138;Передовая;Кемерово-Сортировочное;Крупа кукурузная;52660;87000;62500,00;1;
02.11.2022;150;Игоревская;Медеу;Плиты древесностружечные;17300;70020;110000,00;1;
02.11.2022;138;Заячья Горка;Наушки (эксп. АО "УБЖД": участок Сухабаатар - Улаанбаатар (искл.));Селитра аммиачная;76940;93700;164900,00;1;
02.11.2022;138;Заячья Горка;Наушки (эксп. АО "УБЖД": участок Сухабаатар - Улаанбаатар (искл.));Селитра аммиачная;76940;93700;164900,00;1;
02.11.2022;150;Сегежа;Гончарово;Бумага, не поименованная в алфавите;01180;93290;129166,67;1;
02.11.2022;138;Гродеково;Новокузнецк-Северный;Изделия кислотоупорные и огнеупорные, не поименованные в алфавите;98920;86420;25000,00;1;
02.11.2022;150;Гайдамак;Екатеринбург-Товарный;Сборная повагонная отправка;98060;78030;33333,33;1;
02.11.2022;138;Березовский-Восточный;Алексеевка;Зерно бобов;95440;58140;83333,33;1;
02.11.2022;150;Березовский-Восточный;Алексеевка;Зерно бобов;95440;58140;83333,33;1;
02.11.2022;138;Гродеково;Краснооктябрьская;Изделия кислотоупорные и огнеупорные, не поименованные в алфавите;98920;61020;25000,00;1;
02.11.2022;138;Гродеково;Краснооктябрьская;Изделия кислотоупорные и огнеупорные, не поименованные в алфавите;98920;61020;25000,00;1;
02.11.2022;158;Жинишке;Маарду (эксп. через порт Мууга);Хрома оксид;66780;08220;77004,89;1;
02.11.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;08220;77004,89;1;
02.11.2022;150;Жинишке;Маарду (эксп. через порт Мууга);Хрома (VI) оксид (ангидрид хромовый, триоксид хрома) безводный;66780;08220;77004,89;1;
