Дата отправления;Объем кузова;Станция отправления;Станция назначения;Наименование груза;Станция отправления код;Станция назн. код;Ставка с Заказчиком б/ндс, руб;Отправки УТК, в/о;Длительность
02.11.2022;138;Саратов-Порт;Мары;Мука пшеничная, не поименованная в алфавите;62040;75130;239661,28;1;
03.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
03.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
03.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
03.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
06.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
06.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
06.11.2022;138;Уссурийск;Гродеково (эксп. КЖД);Зерно бобов;98830;98930;83000,00;1;
05.11.2022;138;Илецк I;Кумертау;Соль пищевая молотая;66690;65340;13472,50;1;
04.11.2022;138;Улак (рзд);Тында;Запасные части для железнодорожного транспорта;91310;91000;43333,33;1;
04.11.2022;138;Шедок;Сочи;Материалы строительные, кроме железобетонных, не поименованные в алфавите;53590;53290;44500,00;1;
04.11.2022;138;Шедок;Адлер;Материалы строительные, кроме железобетонных, не поименованные в алфавите;53590;53280;44500,00;1;
03.11.2022;138;Обловка;Покровск-Приволжский;Сахар-песок;60200;62560;50000,00;1;
04.11.2022;138;Ефремов;Пенза II;Крахмал, не поименованный в алфавите;22530;63020;65000,00;1;
03.11.2022;138;Речная;Серов-Заводской;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;77460;99231,75;1;
04.11.2022;138;Заинск;Екатеринбург-Товарный;Сахар-песок;64810;78030;60000,00;1;
03.11.2022;138;Свислочь (эксп.);Брянск-Льговский;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;13570;20000;102430,78;1;
05.11.2022;138;Черкесск;Симферополь-Грузовой;Смеси сухие строительные на основе минеральных вяжущих с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;53100;85680;75000,00;1;
03.11.2022;138;Старый Оскол;Шуя;Комбикорма всякие;43850;31900;58333,33;1;
06.11.2022;138;Макат;Татьянка;Концентрат минеральный "Галит";66110;61200;35000,00;1;
04.11.2022;150;Хамза;Алматы 2;Плиты и плитки электрические бытовые;72250;70010;11000,00;1;
04.11.2022;150;Речная;Стальная;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;27460;95103,84;1;
06.11.2022;138;Речная;Стальная;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;27460;95103,84;1;
06.11.2022;138;Речная;Стальная;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;27460;95103,84;1;
03.11.2022;150;Шакша;Кокшетау I;Плиты древесноволокнистые;65530;68700;90000,00;1;
03.11.2022;138;Карповская;Симферополь;Мука пшеничная высшего сорта;61590;85690;133333,33;1;
04.11.2022;138;Арал Тенизи;Самара;Соль пищевая молотая;67030;65790;25000,00;1;
06.11.2022;138;Заячья Горка;Вохтога;Карбамид (мочевина искусственная);76940;30360;72750,00;1;
04.11.2022;138;Иня-Восточная;Мырза;Взрывчатые материалы;85160;67330;77568,00;1;
06.11.2022;138;Межег;Крекшино;Фанера клееная;28200;18090;60000,00;1;
05.11.2022;150;Сергели;Майкудык;Бутылки стеклянные емкостью 0, 5 л;72350;67380;11000,00;1;
06.11.2022;138;Алексеевка;Севастополь-Товарный;Масло подсолнечное;58140;85830;112500,00;1;
04.11.2022;158;Шакша;Майкудык;Сборная повагонная отправка;65530;67380;100000,00;1;
04.11.2022;138;Ефремов;Краснокамск;Крахмал, не поименованный в алфавите;22530;76030;77500,00;1;
05.11.2022;138;Арал Тенизи;Пенза III;Соль пищевая молотая;67030;63000;25000,00;1;
06.11.2022;138;Светлогорск-на-Березине;Сегежа;Целлюлоза сульфатная беленая;15420;01180;85000,00;1;
03.11.2022;138;Татьянка;Гатово;Натрия гидроксид (едкий натр, сода каустическая) твердый;61200;14510;65000,00;1;
03.11.2022;138;Георгиевск;Белые Столбы;Мука пшеничная высшего сорта;53630;19280;41250,00;1;
04.11.2022;150;Маарду (эксп. через порт Мууга);Старый Оскол;Масла растительные, пищевые, не поименованные в алфавите;08220;43850;60253,40;1;
04.11.2022;138;Арал Тенизи;Тамбов I;Соль пищевая молотая;67030;60140;25000,00;1;
06.11.2022;138;Арал Тенизи;Ижевск;Соль пищевая молотая;67030;25540;25000,00;1;
06.11.2022;175;Шакша;Клещиха;Плиты древесностружечные;65530;85020;83333,33;1;
03.11.2022;138;Хырдалан;Тамбов I;Соль пищевая молотая;54670;60140;20000,00;1;
06.11.2022;150;Шакша;Сибирская;Плиты древесностружечные;65530;85040;83333,33;1;
03.11.2022;138;Кая;Коченево;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;85220;35253,33;1;
03.11.2022;138;Кая;Коченево;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;85220;35253,33;1;
06.11.2022;138;Алексеевка;Магнитогорск-Грузовой;Эквиваленты или заме;58140;81760;64166,67;1;
04.11.2022;138;Джабык;Фрязево;Мрамор молотый;81710;23080;52500,00;1;
05.11.2022;138;Темиртау;Соликамск;Кальция карбид;67430;76960;50000,00;1;
03.11.2022;138;Речная;Пятовская;Изделия магнезитовые;80670;18890;83945,52;1;
04.11.2022;138;Владикавказ;Бужаниново;Перлит, не поименованный в алфавите;53870;23670;31666,67;1;
06.11.2022;138;Волжский;Подволошная;Карбид кремния (карборунд) зеленый и черный в зерне;61040;78180;62500,00;1;
03.11.2022;138;Курган;Белые Столбы;Мука пшеничная высшего сорта;82850;19280;42500,00;1;
06.11.2022;138;Арал Тенизи;Семенов;Концентрат минеральный "Галит";67030;26580;25000,00;1;
04.11.2022;122;Петропавловск;Келес;Ячмень;82000;72010;90000,00;1;
04.11.2022;138;Тимашевская;Ижевск;Сахар-песок;51620;25540;42197,50;1;
